Year,Trimester,District,Neighbourhood,Average _rent,Price
1282,2016,3,Nou Barris,Canyelles,average rent (euro/month),648.75
1283,2016,3,Nou Barris,les Roquetes,average rent (euro/month),512.34
1284,2016,3,Nou Barris,Verdun,average rent (euro/month),495.52
1285,2016,3,Nou Barris,la Prosperitat,average rent (euro/month),584.53
1286,2016,3,Nou Barris,la Trinitat Nova,average rent (euro/month),419.48
1287,2016,3,Nou Barris,Ciutat Meridiana,average rent (euro/month),373.14
1288,2016,3,Sant Andreu,la Trinitat Vella,average rent (euro/month),459.84
1289,2016,3,Sant Andreu,Baro de Viver,average rent (euro/month),256.45
1290,2016,3,Sant Andreu,el Bon Pastor,average rent (euro/month),558.42
1291,2016,3,Sant Andreu,Sant Andreu,average rent (euro/month),658.49
1292,2016,3,Sant Andreu,la Sagrera,average rent (euro/month),670.19
1293,2016,3,Sant Andreu,el Congres i els Indians,average rent (euro/month),691.95
1294,2016,3,Sant Andreu,Navas,average rent (euro/month),712.32
1295,2016,3,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),715.52
1296,2016,3,Sant Marti,el Clot,average rent (euro/month),708.8
1297,2016,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),839.08
1298,2016,3,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1142.76
1299,2016,3,Sant Marti,el Poblenou,average rent (euro/month),828.61
1300,2016,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1268.48
1301,2016,3,Sant Marti,el Besos i el Maresme,average rent (euro/month),556.45
1302,2016,3,Sant Marti,Provencals del Poblenou,average rent (euro/month),856.58
1303,2016,3,Sant Marti,Sant Marti de Provencals,average rent (euro/month),716.17
1304,2016,3,Sant Marti,la Verneda i la Pau,average rent (euro/month),617.01
1305,2016,4,Ciutat Vella,el Raval,average rent (euro/month),716.7
1306,2016,4,Ciutat Vella,Gothic Quarter,average rent (euro/month),913.96
1307,2016,4,Ciutat Vella,la Barceloneta,average rent (euro/month),686.31
1308,2016,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),854.18
1309,2016,4,Eixample,Fort Pienc,average rent (euro/month),816.51
1310,2016,4,Eixample,Sagrada Familia,average rent (euro/month),806.4
1311,2016,4,Eixample,la Dreta de l'Eixample,average rent (euro/month),1174.38
1312,2016,4,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1012.22
1313,2016,4,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),926.21
1314,2016,4,Eixample,Sant Antoni,average rent (euro/month),882.47
1315,2016,4,Sants-Montjuic,el Poble Sec,average rent (euro/month),706.11
1316,2016,4,Sants-Montjuic,la Marina de Port,average rent (euro/month),613.16
1317,2016,4,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),786.35
1318,2016,4,Sants-Montjuic,Hostafrancs,average rent (euro/month),703.28
1319,2016,4,Sants-Montjuic,la Bordeta,average rent (euro/month),730.45
1320,2016,4,Sants-Montjuic,Sants - Badal,average rent (euro/month),711.1
1321,2016,4,Sants-Montjuic,Sants,average rent (euro/month),740.28
1322,2016,4,Les Corts,les Corts,average rent (euro/month),983.48
1323,2016,4,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),866.43
1324,2016,4,Les Corts,Pedralbes,average rent (euro/month),1692.2
1325,2016,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),1354.62
1326,2016,4,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1185.85
1327,2016,4,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1490.72
1328,2016,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1197.72
1329,2016,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1298.95
1330,2016,4,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),904.17
1331,2016,4,Gracia,Vallcarca i els Penitents,average rent (euro/month),818.69
1332,2016,4,Gracia,el Coll,average rent (euro/month),653.69
1333,2016,4,Gracia,la Salut,average rent (euro/month),784.91
1334,2016,4,Gracia,la Vila de Gracia,average rent (euro/month),829.23
1335,2016,4,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),823.72
1336,2016,4,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),747.31
1337,2016,4,Horta-Guinardo,Can Baro,average rent (euro/month),658.74
1338,2016,4,Horta-Guinardo,el Guinardo,average rent (euro/month),705.71
1339,2016,4,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),761.28
1340,2016,4,Horta-Guinardo,el Carmel,average rent (euro/month),597.13
1341,2016,4,Horta-Guinardo,la Teixonera,average rent (euro/month),672.65
1342,2016,4,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),623.6
1343,2016,4,Horta-Guinardo,Montbau,average rent (euro/month),668.46
1344,2016,4,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),778.67
1345,2016,4,Horta-Guinardo,Horta,average rent (euro/month),668.66
1346,2016,4,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),684.2
1347,2016,4,Nou Barris,Porta,average rent (euro/month),672.64
1348,2016,4,Nou Barris,el Turo de la Peira,average rent (euro/month),582.12
1349,2016,4,Nou Barris,Can Peguera,average rent (euro/month),301.82
1350,2016,4,Nou Barris,la Guineueta,average rent (euro/month),666.83
1351,2016,4,Nou Barris,Canyelles,average rent (euro/month),617.52
1352,2016,4,Nou Barris,les Roquetes,average rent (euro/month),523.02
1353,2016,4,Nou Barris,Verdun,average rent (euro/month),565.89
1354,2016,4,Nou Barris,la Prosperitat,average rent (euro/month),589.24
1355,2016,4,Nou Barris,la Trinitat Nova,average rent (euro/month),438.65
1356,2016,4,Nou Barris,Torre Baro,average rent (euro/month),416.39
1357,2016,4,Nou Barris,Ciutat Meridiana,average rent (euro/month),446.13
1358,2016,4,Sant Andreu,la Trinitat Vella,average rent (euro/month),552.81
1359,2016,4,Sant Andreu,el Bon Pastor,average rent (euro/month),555.12
1360,2016,4,Sant Andreu,Sant Andreu,average rent (euro/month),690.64
1361,2016,4,Sant Andreu,la Sagrera,average rent (euro/month),709.11
1362,2016,4,Sant Andreu,el Congres i els Indians,average rent (euro/month),662.25
1363,2016,4,Sant Andreu,Navas,average rent (euro/month),768.66
1364,2016,4,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),720.39
1365,2016,4,Sant Marti,el Clot,average rent (euro/month),728.87
1366,2016,4,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),886.66
1367,2016,4,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1285.61
1368,2016,4,Sant Marti,el Poblenou,average rent (euro/month),840.76
1369,2016,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1181.15
1370,2016,4,Sant Marti,el Besos i el Maresme,average rent (euro/month),571.6
1371,2016,4,Sant Marti,Provencals del Poblenou,average rent (euro/month),987.18
1372,2016,4,Sant Marti,Sant Marti de Provencals,average rent (euro/month),720.74
1373,2016,4,Sant Marti,la Verneda i la Pau,average rent (euro/month),591.86
1374,2016,1,Ciutat Vella,el Raval,average rent per surface (euro/m2),11.65
1375,2016,1,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),13.47
1376,2016,1,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),17.3
1377,2016,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),12.94
1378,2016,1,Eixample,Fort Pienc,average rent per surface (euro/m2),11.19
1379,2016,1,Eixample,Sagrada Familia,average rent per surface (euro/m2),12.07
1380,2016,1,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),12.33
1381,2016,1,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),11.91
1382,2016,1,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),11.51
1383,2016,1,Eixample,Sant Antoni,average rent per surface (euro/m2),11.64
1384,2016,1,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),11.62
1385,2016,1,Sants-Montjuic,la Marina del Prat Vermell,average rent per surface (euro/m2),6.96
1386,2016,1,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),7.24
1387,2016,1,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),11.23
1388,2016,1,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),11.76
1389,2016,1,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),10.56
1390,2016,1,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),11.07
1391,2016,1,Sants-Montjuic,Sants,average rent per surface (euro/m2),11.05
1392,2016,1,Les Corts,les Corts,average rent per surface (euro/m2),12.63
1393,2016,1,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),12.31
1394,2016,1,Les Corts,Pedralbes,average rent per surface (euro/m2),15.06
1395,2016,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),11.24
1396,2016,1,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),15.59
1397,2016,1,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),15.22
1398,2016,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),14.04
1399,2016,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),13.33
1400,2016,1,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),13.1
1401,2016,1,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),12.18
1402,2016,1,Gracia,el Coll,average rent per surface (euro/m2),10.68
1403,2016,1,Gracia,la Salut,average rent per surface (euro/m2),10.87
1404,2016,1,Gracia,la Vila de Gracia,average rent per surface (euro/m2),12.71
1405,2016,1,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),11.85
1406,2016,1,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),11.26
1407,2016,1,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),11.51
1408,2016,1,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),10.84
1409,2016,1,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),15.2
1410,2016,1,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),9.24
1411,2016,1,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),9.02
1412,2016,1,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),8.42
1413,2016,1,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.21
1414,2016,1,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),11.03
1415,2016,1,Horta-Guinardo,Horta,average rent per surface (euro/m2),9.84
1416,2016,1,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),10.28
1417,2016,1,Nou Barris,Porta,average rent per surface (euro/m2),9.16
1418,2016,1,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),8.91
1419,2016,1,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.55
1420,2016,1,Nou Barris,Canyelles,average rent per surface (euro/m2),8.03
1421,2016,1,Nou Barris,les Roquetes,average rent per surface (euro/m2),8.39
1422,2016,1,Nou Barris,Verdun,average rent per surface (euro/m2),10.0
1423,2016,1,Nou Barris,la Prosperitat,average rent per surface (euro/m2),9.12
1424,2016,1,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),8.67
1425,2016,1,Nou Barris,Torre Baro,average rent per surface (euro/m2),6.55
1426,2016,1,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.23
1427,2016,1,Nou Barris,Vallbona,average rent per surface (euro/m2),7.14
1428,2016,1,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),7.42
1429,2016,1,Sant Andreu,Baro de Viver,average rent per surface (euro/m2),3.18
1430,2016,1,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),8.18
1431,2016,1,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),10.3
1432,2016,1,Sant Andreu,la Sagrera,average rent per surface (euro/m2),10.78
1433,2016,1,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),9.65
1434,2016,1,Sant Andreu,Navas,average rent per surface (euro/m2),10.28
1435,2016,1,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),11.12
1436,2016,1,Sant Marti,el Clot,average rent per surface (euro/m2),10.19
1437,2016,1,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),12.14
1438,2016,1,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),15.78
1439,2016,1,Sant Marti,el Poblenou,average rent per surface (euro/m2),11.93
1440,2016,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),11.8
1441,2016,1,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),8.46
1442,2016,1,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),10.56
1443,2016,1,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),9.37
1444,2016,1,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),9.19
1445,2016,2,Ciutat Vella,el Raval,average rent per surface (euro/m2),11.78
1446,2016,2,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),12.4
1447,2016,2,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),17.73
1448,2016,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),14.09
1449,2016,2,Eixample,Fort Pienc,average rent per surface (euro/m2),11.82
1450,2016,2,Eixample,Sagrada Familia,average rent per surface (euro/m2),11.8
1451,2016,2,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),12.63
1452,2016,2,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),12.74
1453,2016,2,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),12.53
1454,2016,2,Eixample,Sant Antoni,average rent per surface (euro/m2),11.61
1455,2016,2,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),11.88
1456,2016,2,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),8.73
1457,2016,2,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),12.3
1458,2016,2,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),12.13
1459,2016,2,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),10.71
1460,2016,2,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),11.57
1461,2016,2,Sants-Montjuic,Sants,average rent per surface (euro/m2),11.94
1462,2016,2,Les Corts,les Corts,average rent per surface (euro/m2),12.52
1463,2016,2,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),12.85
1464,2016,2,Les Corts,Pedralbes,average rent per surface (euro/m2),14.23
1465,2016,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),17.52
1466,2016,2,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),17.29
1467,2016,2,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),16.4
1468,2016,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),14.33
1469,2016,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),13.8
1470,2016,2,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),14.58
1471,2016,2,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),12.14
1472,2016,2,Gracia,el Coll,average rent per surface (euro/m2),11.38
1473,2016,2,Gracia,la Salut,average rent per surface (euro/m2),12.9
1474,2016,2,Gracia,la Vila de Gracia,average rent per surface (euro/m2),13.22
1475,2016,2,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),12.29
1476,2016,2,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),10.89
1477,2016,2,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),11.1
1478,2016,2,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),10.53
1479,2016,2,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),11.52
1480,2016,2,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),9.61
1481,2016,2,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),9.93
1482,2016,2,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),8.65
1483,2016,2,Horta-Guinardo,Montbau,average rent per surface (euro/m2),9.72
1484,2016,2,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),10.52
1485,2016,2,Horta-Guinardo,Horta,average rent per surface (euro/m2),11.15
1486,2016,2,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),10.17
1487,2016,2,Nou Barris,Porta,average rent per surface (euro/m2),9.86
1488,2016,2,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),9.51
1489,2016,2,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.6
1490,2016,2,Nou Barris,Canyelles,average rent per surface (euro/m2),8.1
1491,2016,2,Nou Barris,les Roquetes,average rent per surface (euro/m2),9.21
1492,2016,2,Nou Barris,Verdun,average rent per surface (euro/m2),9.56
1493,2016,2,Nou Barris,la Prosperitat,average rent per surface (euro/m2),10.04
1494,2016,2,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),9.38
1495,2016,2,Nou Barris,Torre Baro,average rent per surface (euro/m2),6.82
1496,2016,2,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),7.24
1497,2016,2,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),8.5
1498,2016,2,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),8.74
1499,2016,2,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),11.37
1500,2016,2,Sant Andreu,la Sagrera,average rent per surface (euro/m2),10.04
1501,2016,2,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),10.27
1502,2016,2,Sant Andreu,Navas,average rent per surface (euro/m2),10.38
1503,2016,2,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),11.34
1504,2016,2,Sant Marti,el Clot,average rent per surface (euro/m2),11.35
1505,2016,2,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),12.52
1506,2016,2,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),17.17
1507,2016,2,Sant Marti,el Poblenou,average rent per surface (euro/m2),12.7
1508,2016,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),14.28
1509,2016,2,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),9.02
1510,2016,2,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),11.21
1511,2016,2,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),10.04
1512,2016,2,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),9.27
1513,2016,3,Ciutat Vella,el Raval,average rent per surface (euro/m2),12.48
1514,2016,3,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),12.39
1515,2016,3,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),19.22
1516,2016,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),14.41
1517,2016,3,Eixample,Fort Pienc,average rent per surface (euro/m2),11.91
1518,2016,3,Eixample,Sagrada Familia,average rent per surface (euro/m2),12.18
1519,2016,3,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),13.33
1520,2016,3,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),13.15
1521,2016,3,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),12.49
1522,2016,3,Eixample,Sant Antoni,average rent per surface (euro/m2),12.67
1523,2016,3,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),12.67
1524,2016,3,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),10.23
1525,2016,3,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),11.52
1526,2016,3,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),12.0
1527,2016,3,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),10.9
1528,2016,3,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),11.99
1529,2016,3,Sants-Montjuic,Sants,average rent per surface (euro/m2),12.1
1530,2016,3,Les Corts,les Corts,average rent per surface (euro/m2),13.04
1531,2016,3,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),12.91
1532,2016,3,Les Corts,Pedralbes,average rent per surface (euro/m2),14.44
1533,2016,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),17.1
1534,2016,3,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),16.06
1535,2016,3,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),15.51
1536,2016,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),14.32
1537,2016,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),13.81
1538,2016,3,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),13.67
1539,2016,3,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),12.58
1540,2016,3,Gracia,el Coll,average rent per surface (euro/m2),10.82
1541,2016,3,Gracia,la Salut,average rent per surface (euro/m2),11.43
1542,2016,3,Gracia,la Vila de Gracia,average rent per surface (euro/m2),13.63
1543,2016,3,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),12.85
1544,2016,3,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),11.79
1545,2016,3,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),10.86
1546,2016,3,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),11.46
1547,2016,3,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),10.26
1548,2016,3,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),9.77
1549,2016,3,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),9.95
1550,2016,3,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),8.71
1551,2016,3,Horta-Guinardo,Montbau,average rent per surface (euro/m2),11.03
1552,2016,3,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),11.67
1553,2016,3,Horta-Guinardo,Horta,average rent per surface (euro/m2),10.68
1554,2016,3,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),10.27
1555,2016,3,Nou Barris,Porta,average rent per surface (euro/m2),10.58
1556,2016,3,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),9.75
1557,2016,3,Nou Barris,la Guineueta,average rent per surface (euro/m2),8.84
1558,2016,3,Nou Barris,Canyelles,average rent per surface (euro/m2),8.45
1559,2016,3,Nou Barris,les Roquetes,average rent per surface (euro/m2),9.95
1560,2016,3,Nou Barris,Verdun,average rent per surface (euro/m2),9.9
1561,2016,3,Nou Barris,la Prosperitat,average rent per surface (euro/m2),10.74
1562,2016,3,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),7.8
1563,2016,3,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),6.44
1564,2016,3,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),8.44
1565,2016,3,Sant Andreu,Baro de Viver,average rent per surface (euro/m2),3.85
1566,2016,3,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),9.12
1567,2016,3,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),10.81
1568,2016,3,Sant Andreu,la Sagrera,average rent per surface (euro/m2),10.45
1569,2016,3,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),11.28
1570,2016,3,Sant Andreu,Navas,average rent per surface (euro/m2),10.5
1571,2016,3,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),11.86
1572,2016,3,Sant Marti,el Clot,average rent per surface (euro/m2),11.69
1573,2016,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),12.48
1574,2016,3,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),15.04
1575,2016,3,Sant Marti,el Poblenou,average rent per surface (euro/m2),13.13
1576,2016,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),14.27
1577,2016,3,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),8.71
1578,2016,3,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),12.69
1579,2016,3,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),9.87
1580,2016,3,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),8.96
1581,2016,4,Ciutat Vella,el Raval,average rent per surface (euro/m2),13.17
1582,2016,4,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),13.78
1583,2016,4,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),18.6
1584,2016,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),14.8
1585,2016,4,Eixample,Fort Pienc,average rent per surface (euro/m2),12.04
1586,2016,4,Eixample,Sagrada Familia,average rent per surface (euro/m2),12.71
1587,2016,4,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),13.04
1588,2016,4,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),12.86
1589,2016,4,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),12.87
1590,2016,4,Eixample,Sant Antoni,average rent per surface (euro/m2),12.34
1591,2016,4,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),12.92
1592,2016,4,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),9.58
1593,2016,4,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),13.0
1594,2016,4,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),12.61
1595,2016,4,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),11.16
1596,2016,4,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),12.17
1597,2016,4,Sants-Montjuic,Sants,average rent per surface (euro/m2),12.32
1598,2016,4,Les Corts,les Corts,average rent per surface (euro/m2),13.76
1599,2016,4,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),13.4
1600,2016,4,Les Corts,Pedralbes,average rent per surface (euro/m2),14.96
1601,2016,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),15.39
1602,2016,4,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),14.85
1603,2016,4,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),15.6
1604,2016,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),14.18
1605,2016,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),14.12
1606,2016,4,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),13.6
1607,2016,4,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),13.49
1608,2016,4,Gracia,el Coll,average rent per surface (euro/m2),12.05
1609,2016,4,Gracia,la Salut,average rent per surface (euro/m2),13.24
1610,2016,4,Gracia,la Vila de Gracia,average rent per surface (euro/m2),14.32
1611,2016,4,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),12.81
1612,2016,4,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),11.78
